line_id,departure_time,fitness_score,status
101,2025-06-02 05:28:00,0.8121139032132771,optimized
101,2025-06-02 06:23:00,0.8121139032132771,optimized
101,2025-06-02 07:02:00,0.8121139032132771,optimized
101,2025-06-02 07:39:00,0.8121139032132771,optimized
101,2025-06-02 08:00:00,0.8121139032132771,optimized
101,2025-06-02 08:30:00,0.8121139032132771,optimized
101,2025-06-02 09:00:00,0.8121139032132771,optimized
101,2025-06-02 09:30:00,0.8121139032132771,optimized
101,2025-06-02 12:13:00,0.8121139032132771,optimized
101,2025-06-02 12:38:00,0.8121139032132771,optimized
101,2025-06-02 12:54:00,0.8121139032132771,optimized
101,2025-06-02 13:47:00,0.8121139032132771,optimized
101,2025-06-02 14:10:00,0.8121139032132771,optimized
101,2025-06-02 14:34:00,0.8121139032132771,optimized
101,2025-06-02 14:59:00,0.8121139032132771,optimized
101,2025-06-02 15:18:00,0.8121139032132771,optimized
101,2025-06-02 15:33:00,0.8121139032132771,optimized
101,2025-06-02 15:48:00,0.8121139032132771,optimized
101,2025-06-02 16:38:00,0.8121139032132771,optimized
101,2025-06-02 16:43:00,0.8121139032132771,optimized
101,2025-06-02 16:51:00,0.8121139032132771,optimized
101,2025-06-02 17:04:00,0.8121139032132771,optimized
101,2025-06-02 17:20:00,0.8121139032132771,optimized
101,2025-06-02 17:25:00,0.8121139032132771,optimized
101,2025-06-02 18:16:00,0.8121139032132771,optimized
101,2025-06-02 18:52:00,0.8121139032132771,optimized
101,2025-06-02 18:58:00,0.8121139032132771,optimized
101,2025-06-02 19:10:00,0.8121139032132771,optimized
101,2025-06-02 19:48:00,0.8121139032132771,optimized
101,2025-06-02 20:16:00,0.8121139032132771,optimized
101,2025-06-02 20:43:00,0.8121139032132771,optimized
101,2025-06-02 20:50:00,0.8121139032132771,optimized
101,2025-06-02 21:24:00,0.8121139032132771,optimized
101,2025-06-02 21:38:00,0.8121139032132771,optimized
101,2025-06-02 21:52:00,0.8121139032132771,optimized
101,2025-06-02 22:47:00,0.8121139032132771,optimized
101-1,2025-06-02 05:40:00,0.8126430487707956,optimized
101-1,2025-06-02 05:59:00,0.8126430487707956,optimized
101-1,2025-06-02 07:23:00,0.8126430487707956,optimized
101-1,2025-06-02 07:53:00,0.8126430487707956,optimized
101-1,2025-06-02 08:00:00,0.8126430487707956,optimized
101-1,2025-06-02 08:30:00,0.8126430487707956,optimized
101-1,2025-06-02 09:00:00,0.8126430487707956,optimized
101-1,2025-06-02 09:30:00,0.8126430487707956,optimized
101-1,2025-06-02 11:06:00,0.8126430487707956,optimized
101-1,2025-06-02 11:43:00,0.8126430487707956,optimized
101-1,2025-06-02 11:50:00,0.8126430487707956,optimized
101-1,2025-06-02 14:09:00,0.8126430487707956,optimized
101-1,2025-06-02 14:35:00,0.8126430487707956,optimized
101-1,2025-06-02 14:58:00,0.8126430487707956,optimized
101-1,2025-06-02 15:23:00,0.8126430487707956,optimized
101-1,2025-06-02 15:48:00,0.8126430487707956,optimized
101-1,2025-06-02 16:12:00,0.8126430487707956,optimized
101-1,2025-06-02 16:38:00,0.8126430487707956,optimized
101-1,2025-06-02 17:00:00,0.8126430487707956,optimized
101-1,2025-06-02 17:22:00,0.8126430487707956,optimized
101-1,2025-06-02 17:45:00,0.8126430487707956,optimized
101-1,2025-06-02 18:11:00,0.8126430487707956,optimized
101-1,2025-06-02 18:34:00,0.8126430487707956,optimized
101-1,2025-06-02 19:00:00,0.8126430487707956,optimized
101-1,2025-06-02 19:26:00,0.8126430487707956,optimized
101-1,2025-06-02 19:49:00,0.8126430487707956,optimized
101-1,2025-06-02 20:22:00,0.8126430487707956,optimized
101-1,2025-06-02 21:09:00,0.8126430487707956,optimized
101-1,2025-06-02 21:18:00,0.8126430487707956,optimized
101-1,2025-06-02 22:18:00,0.8126430487707956,optimized
101-1,2025-06-02 23:25:00,0.8126430487707956,optimized
