datetime,hour,minute,date,line_id,stop_id,bus_id,boarding,alighting,current_load,new_load,capacity,occupancy_rate,actual_stop,status,trip_id,stop_sequence,total_stops,fitness_score,source
2025-06-02 05:28:00.000000,5,28,2025-06-02,101,10017,opt_bus_101_0528,0,0,0,0,50,0.0,True,,1,1,78,0.8121139032132771,optimized_schedule
2025-06-02 05:32:26.814565,5,32,2025-06-02,101,10113,opt_bus_101_0528,0,0,0,0,50,0.0,True,,1,2,78,0.8121139032132771,optimized_schedule
2025-06-02 05:37:11.708446,5,37,2025-06-02,101,10268,opt_bus_101_0528,0,0,0,0,50,0.0,True,,1,3,78,0.8121139032132771,optimized_schedule
2025-06-02 05:40:00.000000,5,40,2025-06-02,101-1,10017,opt_bus_101-1_0540,0,0,0,0,50,0.0,True,,37,1,89,0.8126430487707956,optimized_schedule
2025-06-02 05:41:57.916686,5,41,2025-06-02,101,10297,opt_bus_101_0528,0,0,0,0,50,0.0,True,,1,4,78,0.8121139032132771,optimized_schedule
2025-06-02 05:43:45.886576,5,43,2025-06-02,101-1,10028,opt_bus_101-1_0540,0,0,0,0,50,0.0,True,,37,2,89,0.8126430487707956,optimized_schedule
2025-06-02 05:45:49.193586,5,45,2025-06-02,101,10401,opt_bus_101_0528,0,0,0,0,50,0.0,True,,1,5,78,0.8121139032132771,optimized_schedule
2025-06-02 05:48:32.811258,5,48,2025-06-02,101-1,10113,opt_bus_101-1_0540,0,0,0,0,50,0.0,True,,37,3,89,0.8126430487707956,optimized_schedule
2025-06-02 05:50:31.470764,5,50,2025-06-02,101,10550,opt_bus_101_0528,0,0,0,0,50,0.0,True,,1,6,78,0.8121139032132771,optimized_schedule
2025-06-02 05:52:18.579209,5,52,2025-06-02,101-1,10268,opt_bus_101-1_0540,0,0,0,0,50,0.0,True,,37,4,89,0.8126430487707956,optimized_schedule
2025-06-02 05:53:38.254394,5,53,2025-06-02,101,10883,opt_bus_101_0528,0,0,0,0,50,0.0,True,,1,7,78,0.8121139032132771,optimized_schedule
2025-06-02 05:56:42.076438,5,56,2025-06-02,101-1,10297,opt_bus_101-1_0540,0,0,0,0,50,0.0,True,,37,5,89,0.8126430487707956,optimized_schedule
2025-06-02 05:56:45.083641,5,56,2025-06-02,101,11166,opt_bus_101_0528,0,0,0,0,50,0.0,True,,1,8,78,0.8121139032132771,optimized_schedule
2025-06-02 05:59:00.000000,5,59,2025-06-02,101-1,10017,opt_bus_101-1_0559,0,0,0,0,50,0.0,True,,38,1,89,0.8126430487707956,optimized_schedule
2025-06-02 06:00:48.165276,6,0,2025-06-02,101,11167,opt_bus_101_0528,0,0,0,0,50,0.0,True,,1,9,78,0.8121139032132771,optimized_schedule
2025-06-02 06:01:30.624963,6,1,2025-06-02,101-1,10401,opt_bus_101-1_0540,0,0,0,0,50,0.0,True,,37,6,89,0.8126430487707956,optimized_schedule
2025-06-02 06:02:45.886576,6,2,2025-06-02,101-1,10028,opt_bus_101-1_0559,0,0,0,0,50,0.0,True,,38,2,89,0.8126430487707956,optimized_schedule
2025-06-02 06:06:15.497307,6,6,2025-06-02,101,11168,opt_bus_101_0528,0,0,0,0,50,0.0,True,,1,10,78,0.8121139032132771,optimized_schedule
2025-06-02 06:07:31.953746,6,7,2025-06-02,101-1,10550,opt_bus_101-1_0540,0,0,0,0,50,0.0,True,,37,7,89,0.8126430487707956,optimized_schedule
2025-06-02 06:08:57.207550,6,8,2025-06-02,101-1,10113,opt_bus_101-1_0559,0,0,0,0,50,0.0,True,,38,3,89,0.8126430487707956,optimized_schedule
2025-06-02 06:10:13.036187,6,10,2025-06-02,101,11169,opt_bus_101_0528,0,0,0,0,50,0.0,True,,1,11,78,0.8121139032132771,optimized_schedule
2025-06-02 06:12:33.952606,6,12,2025-06-02,101-1,10883,opt_bus_101-1_0540,0,0,0,0,50,0.0,True,,37,8,89,0.8126430487707956,optimized_schedule
2025-06-02 06:13:41.161765,6,13,2025-06-02,101-1,10268,opt_bus_101-1_0559,0,0,0,0,50,0.0,True,,38,4,89,0.8126430487707956,optimized_schedule
2025-06-02 06:15:08.028595,6,15,2025-06-02,101,11170,opt_bus_101_0528,0,0,0,0,50,0.0,True,,1,12,78,0.8121139032132771,optimized_schedule
2025-06-02 06:18:06.467157,6,18,2025-06-02,101-1,11166,opt_bus_101-1_0540,0,0,0,0,50,0.0,True,,37,9,89,0.8126430487707956,optimized_schedule
2025-06-02 06:18:55.013875,6,18,2025-06-02,101,11171,opt_bus_101_0528,0,0,0,0,50,0.0,True,,1,13,78,0.8121139032132771,optimized_schedule
2025-06-02 06:19:19.014950,6,19,2025-06-02,101-1,10297,opt_bus_101-1_0559,0,0,0,0,50,0.0,True,,38,5,89,0.8126430487707956,optimized_schedule
2025-06-02 06:22:50.926997,6,22,2025-06-02,101-1,11167,opt_bus_101-1_0540,0,0,0,0,50,0.0,True,,37,10,89,0.8126430487707956,optimized_schedule
2025-06-02 06:23:00.000000,6,23,2025-06-02,101,10017,opt_bus_101_0623,0,0,0,0,50,0.0,True,,2,1,78,0.8121139032132771,optimized_schedule
2025-06-02 06:24:13.391782,6,24,2025-06-02,101,11173,opt_bus_101_0528,0,0,0,0,50,0.0,True,,1,14,78,0.8121139032132771,optimized_schedule
2025-06-02 06:25:32.655700,6,25,2025-06-02,101-1,10401,opt_bus_101-1_0559,0,0,0,0,50,0.0,True,,38,6,89,0.8126430487707956,optimized_schedule
2025-06-02 06:28:17.422488,6,28,2025-06-02,101-1,11168,opt_bus_101-1_0540,0,0,0,0,50,0.0,True,,37,11,89,0.8126430487707956,optimized_schedule
2025-06-02 06:28:42.592236,6,28,2025-06-02,101,10113,opt_bus_101_0623,0,0,0,0,50,0.0,True,,2,2,78,0.8121139032132771,optimized_schedule
2025-06-02 06:30:17.308709,6,30,2025-06-02,101,11174,opt_bus_101_0528,0,0,0,0,50,0.0,True,,1,15,78,0.8121139032132771,optimized_schedule
2025-06-02 06:31:33.984483,6,31,2025-06-02,101-1,10550,opt_bus_101-1_0559,0,0,0,0,50,0.0,True,,38,7,89,0.8126430487707956,optimized_schedule
2025-06-02 06:32:33.781927,6,32,2025-06-02,101-1,11169,opt_bus_101-1_0540,0,0,0,0,50,0.0,True,,37,12,89,0.8126430487707956,optimized_schedule
2025-06-02 06:34:51.012066,6,34,2025-06-02,101,10268,opt_bus_101_0623,0,0,0,0,50,0.0,True,,2,3,78,0.8121139032132771,optimized_schedule
2025-06-02 06:36:00.083725,6,36,2025-06-02,101,11177,opt_bus_101_0528,0,0,0,0,50,0.0,True,,1,16,78,0.8121139032132771,optimized_schedule
2025-06-02 06:36:35.983343,6,36,2025-06-02,101-1,10883,opt_bus_101-1_0559,0,0,0,0,50,0.0,True,,38,8,89,0.8126430487707956,optimized_schedule
2025-06-02 06:37:22.035507,6,37,2025-06-02,101-1,11170,opt_bus_101-1_0540,0,0,0,0,50,0.0,True,,37,13,89,0.8126430487707956,optimized_schedule
2025-06-02 06:40:38.176204,6,40,2025-06-02,101,11178,opt_bus_101_0528,0,0,0,0,50,0.0,True,,1,17,78,0.8121139032132771,optimized_schedule
2025-06-02 06:41:01.309551,6,41,2025-06-02,101,10297,opt_bus_101_0623,0,0,0,0,50,0.0,True,,2,4,78,0.8121139032132771,optimized_schedule
2025-06-02 06:41:29.753740,6,41,2025-06-02,101-1,11171,opt_bus_101-1_0540,0,0,0,0,50,0.0,True,,37,14,89,0.8126430487707956,optimized_schedule
2025-06-02 06:42:08.497894,6,42,2025-06-02,101-1,11166,opt_bus_101-1_0559,0,0,0,0,50,0.0,True,,38,9,89,0.8126430487707956,optimized_schedule
2025-06-02 06:45:06.627031,6,45,2025-06-02,101-1,11173,opt_bus_101-1_0540,0,0,0,0,50,0.0,True,,37,15,89,0.8126430487707956,optimized_schedule
2025-06-02 06:45:53.133694,6,45,2025-06-02,101,10401,opt_bus_101_0623,0,0,0,0,50,0.0,True,,2,5,78,0.8121139032132771,optimized_schedule
2025-06-02 06:46:52.957734,6,46,2025-06-02,101-1,11167,opt_bus_101-1_0559,0,0,0,0,50,0.0,True,,38,10,89,0.8126430487707956,optimized_schedule
2025-06-02 06:47:07.059087,6,47,2025-06-02,101,11179,opt_bus_101_0528,0,0,0,0,50,0.0,True,,1,18,78,0.8121139032132771,optimized_schedule
2025-06-02 06:50:22.564204,6,50,2025-06-02,101-1,11174,opt_bus_101-1_0540,0,0,0,0,50,0.0,True,,37,16,89,0.8126430487707956,optimized_schedule
2025-06-02 06:51:57.815376,6,51,2025-06-02,101,10550,opt_bus_101_0623,0,0,0,0,50,0.0,True,,2,6,78,0.8121139032132771,optimized_schedule
2025-06-02 06:52:19.453225,6,52,2025-06-02,101-1,11168,opt_bus_101-1_0559,0,0,0,0,50,0.0,True,,38,11,89,0.8126430487707956,optimized_schedule
2025-06-02 06:52:36.387383,6,52,2025-06-02,101,11180,opt_bus_101_0528,0,0,0,0,50,0.0,True,,1,19,78,0.8121139032132771,optimized_schedule
2025-06-02 06:55:46.077704,6,55,2025-06-02,101,10883,opt_bus_101_0623,0,0,0,0,50,0.0,True,,2,7,78,0.8121139032132771,optimized_schedule
2025-06-02 06:56:28.161486,6,56,2025-06-02,101-1,11177,opt_bus_101-1_0540,0,0,0,0,50,0.0,True,,37,17,89,0.8126430487707956,optimized_schedule
2025-06-02 06:56:35.812664,6,56,2025-06-02,101-1,11169,opt_bus_101-1_0559,0,0,0,0,50,0.0,True,,38,12,89,0.8126430487707956,optimized_schedule
2025-06-02 06:58:33.132101,6,58,2025-06-02,101,11181,opt_bus_101_0528,0,0,0,0,50,0.0,True,,1,20,78,0.8121139032132771,optimized_schedule
2025-06-02 06:59:34.405199,6,59,2025-06-02,101,11166,opt_bus_101_0623,0,0,0,0,50,0.0,True,,2,8,78,0.8121139032132771,optimized_schedule
2025-06-02 07:00:02.765575,7,0,2025-06-02,101-1,11178,opt_bus_101-1_0540,0,0,0,0,50,0.0,True,,37,18,89,0.8126430487707956,optimized_schedule
2025-06-02 07:01:24.066244,7,1,2025-06-02,101-1,11170,opt_bus_101-1_0559,0,0,0,0,50,0.0,True,,38,13,89,0.8126430487707956,optimized_schedule
2025-06-02 07:02:00.000000,7,2,2025-06-02,101,10017,opt_bus_101_0702,0,0,0,0,50,0.0,True,,3,1,78,0.8121139032132771,optimized_schedule
2025-06-02 07:04:03.677631,7,4,2025-06-02,101,11182,opt_bus_101_0528,0,0,0,0,50,0.0,True,,1,21,78,0.8121139032132771,optimized_schedule
2025-06-02 07:04:43.093249,7,4,2025-06-02,101,11167,opt_bus_101_0623,0,0,0,0,50,0.0,True,,2,9,78,0.8121139032132771,optimized_schedule
2025-06-02 07:06:12.279211,7,6,2025-06-02,101-1,11179,opt_bus_101-1_0540,0,0,0,0,50,0.0,True,,37,19,89,0.8126430487707956,optimized_schedule
2025-06-02 07:07:37.959063,7,7,2025-06-02,101-1,11171,opt_bus_101-1_0559,0,0,0,0,50,0.0,True,,38,14,89,0.8126430487707956,optimized_schedule
2025-06-02 07:11:04.666025,7,11,2025-06-02,101,10113,opt_bus_101_0702,0,0,0,0,50,0.0,True,,3,2,78,0.8121139032132771,optimized_schedule
2025-06-02 07:12:56.330988,7,12,2025-06-02,101-1,11173,opt_bus_101-1_0559,0,0,0,0,50,0.0,True,,38,15,89,0.8126430487707956,optimized_schedule
2025-06-02 07:13:20.290905,7,13,2025-06-02,101,11168,opt_bus_101_0623,0,0,0,0,50,0.0,True,,2,10,78,0.8121139032132771,optimized_schedule
2025-06-02 07:13:47.379170,7,13,2025-06-02,101-1,11180,opt_bus_101-1_0540,0,0,0,0,50,0.0,True,,37,20,89,0.8126430487707956,optimized_schedule
2025-06-02 07:14:30.248509,7,14,2025-06-02,101,11183,opt_bus_101_0528,0,0,0,0,50,0.0,True,,1,22,78,0.8121139032132771,optimized_schedule
2025-06-02 07:19:15.860888,7,19,2025-06-02,101,11169,opt_bus_101_0623,0,0,0,0,50,0.0,True,,2,11,78,0.8121139032132771,optimized_schedule
2025-06-02 07:20:55.821718,7,20,2025-06-02,101,10268,opt_bus_101_0702,0,0,0,0,50,0.0,True,,3,3,78,0.8121139032132771,optimized_schedule
2025-06-02 07:21:13.017900,7,21,2025-06-02,101-1,11174,opt_bus_101-1_0559,0,0,0,0,50,0.0,True,,38,16,89,0.8126430487707956,optimized_schedule
2025-06-02 07:22:29.129739,7,22,2025-06-02,101-1,11181,opt_bus_101-1_0540,0,0,0,0,50,0.0,True,,37,21,89,0.8126430487707956,optimized_schedule
2025-06-02 07:23:00.000000,7,23,2025-06-02,101-1,10017,opt_bus_101-1_0723,0,0,0,0,50,0.0,True,,39,1,89,0.8126430487707956,optimized_schedule
2025-06-02 07:24:02.369074,7,24,2025-06-02,101,11185,opt_bus_101_0528,0,0,0,0,50,0.0,True,,1,23,78,0.8121139032132771,optimized_schedule
2025-06-02 07:26:54.847223,7,26,2025-06-02,101,11170,opt_bus_101_0623,0,0,0,0,50,0.0,True,,2,12,78,0.8121139032132771,optimized_schedule
2025-06-02 07:28:30.607998,7,28,2025-06-02,101-1,11182,opt_bus_101-1_0540,0,0,0,0,50,0.0,True,,37,22,89,0.8126430487707956,optimized_schedule
2025-06-02 07:30:19.422625,7,30,2025-06-02,101-1,10028,opt_bus_101-1_0723,0,0,0,0,50,0.0,True,,39,2,89,0.8126430487707956,optimized_schedule
2025-06-02 07:30:50.357192,7,30,2025-06-02,101,10297,opt_bus_101_0702,0,0,0,0,50,0.0,True,,3,4,78,0.8121139032132771,optimized_schedule
2025-06-02 07:30:59.093008,7,30,2025-06-02,101-1,11177,opt_bus_101-1_0559,0,0,0,0,50,0.0,True,,38,17,89,0.8126430487707956,optimized_schedule
2025-06-02 07:31:56.662197,7,31,2025-06-02,101,11186,opt_bus_101_0528,0,0,0,0,50,0.0,True,,1,24,78,0.8121139032132771,optimized_schedule
2025-06-02 07:32:31.420727,7,32,2025-06-02,101,11171,opt_bus_101_0623,0,0,0,0,50,0.0,True,,2,13,78,0.8121139032132771,optimized_schedule
2025-06-02 07:33:54.977123,7,33,2025-06-02,101-1,11183,opt_bus_101-1_0540,0,0,0,0,50,0.0,True,,37,23,89,0.8126430487707956,optimized_schedule
2025-06-02 07:36:13.380369,7,36,2025-06-02,101-1,11178,opt_bus_101-1_0559,0,0,0,0,50,0.0,True,,38,18,89,0.8126430487707956,optimized_schedule
2025-06-02 07:38:23.640650,7,38,2025-06-02,101,10401,opt_bus_101_0702,0,0,0,0,50,0.0,True,,3,5,78,0.8121139032132771,optimized_schedule
2025-06-02 07:39:00.000000,7,39,2025-06-02,101,10017,opt_bus_101_0739,0,0,0,0,50,0.0,True,,4,1,78,0.8121139032132771,optimized_schedule
2025-06-02 07:39:01.531175,7,39,2025-06-02,101,11187,opt_bus_101_0528,0,0,0,0,50,0.0,True,,1,25,78,0.8121139032132771,optimized_schedule
2025-06-02 07:40:15.800379,7,40,2025-06-02,101-1,10113,opt_bus_101-1_0723,0,0,0,0,50,0.0,True,,39,3,89,0.8126430487707956,optimized_schedule
2025-06-02 07:40:52.500960,7,40,2025-06-02,101,11173,opt_bus_101_0623,0,0,0,0,50,0.0,True,,2,14,78,0.8121139032132771,optimized_schedule
2025-06-02 07:41:49.148908,7,41,2025-06-02,101-1,11185,opt_bus_101-1_0540,0,0,0,0,50,0.0,True,,37,24,89,0.8126430487707956,optimized_schedule
2025-06-02 07:42:22.894005,7,42,2025-06-02,101-1,11179,opt_bus_101-1_0559,0,0,0,0,50,0.0,True,,38,19,89,0.8126430487707956,optimized_schedule
2025-06-02 07:47:34.917967,7,47,2025-06-02,101-1,10268,opt_bus_101-1_0723,0,0,0,0,50,0.0,True,,39,4,89,0.8126430487707956,optimized_schedule
2025-06-02 07:47:48.549340,7,47,2025-06-02,101,11258,opt_bus_101_0528,0,0,0,0,50,0.0,True,,1,26,78,0.8121139032132771,optimized_schedule
2025-06-02 07:48:04.666025,7,48,2025-06-02,101,10113,opt_bus_101_0739,0,0,0,0,50,0.0,True,,4,2,78,0.8121139032132771,optimized_schedule
2025-06-02 07:48:08.067678,7,48,2025-06-02,101,10550,opt_bus_101_0702,0,0,0,0,50,0.0,True,,3,6,78,0.8121139032132771,optimized_schedule
2025-06-02 07:49:57.993964,7,49,2025-06-02,101-1,11180,opt_bus_101-1_0559,0,0,0,0,50,0.0,True,,38,20,89,0.8126430487707956,optimized_schedule
2025-06-02 07:50:35.551428,7,50,2025-06-02,101,11174,opt_bus_101_0623,0,0,0,0,50,0.0,True,,2,15,78,0.8121139032132771,optimized_schedule
2025-06-02 07:51:20.410855,7,51,2025-06-02,101-1,11186,opt_bus_101-1_0540,0,0,0,0,50,0.0,True,,37,25,89,0.8126430487707956,optimized_schedule
2025-06-02 07:53:00.000000,7,53,2025-06-02,101-1,10017,opt_bus_101-1_0753,0,0,0,0,50,0.0,True,,40,1,89,0.8126430487707956,optimized_schedule
2025-06-02 07:53:46.939869,7,53,2025-06-02,101,10883,opt_bus_101_0702,0,0,0,0,50,0.0,True,,3,7,78,0.8121139032132771,optimized_schedule
2025-06-02 07:56:05.781206,7,56,2025-06-02,101,11260,opt_bus_101_0528,0,0,0,0,50,0.0,True,,1,27,78,0.8121139032132771,optimized_schedule
